song_id,song_popularity
16373,65.0
14723,52.52620452138986
12241,45.96236112797742
7176,51.0
11860,47.906142011973714
2802,44.05128298552304
2622,47.71371564284305
6300,46.379238530661546
3912,47.955663977751996
2467,50.5
11695,10.0
4367,49.897486911080634
1413,49.24543263795928
6234,45.534942836814274
13953,58.75
11870,45.77250368209079
17759,51.46813429452036
6200,42.94574793300133
135,70.5
6128,45.12278815018317
9836,46.13678111563155
11644,48.18958853572475
6364,46.91471320424543
2947,45.40763151480901
1794,47.941452880292516
17213,66.33333333333333
5107,53.0
14401,49.7741265557045
4337,84.0
2065,63.0
1015,59.0
2558,47.03493051718017
11875,49.91350856708619
15654,59.0
16929,50.28436580005308
16664,48.0
7534,60.0
7187,5.0
8059,69.0
13745,44.45505233919447
13122,49.34819227702401
11610,77.0
5622,78.0
18308,47.72017686143161
366,49.66923170690483
13611,78.0
6013,40.884184912978725
15213,49.48173609146905
17109,48.936643778266216
7669,48.284381371426065
1077,47.85217140419959
11260,45.980928127581656
3119,49.562878262071955
7269,49.88062742749038
17624,49.10966332541268
13418,48.814401222316995
7667,74.0
3942,5.0
181,48.24474884898051
15301,58.0
13824,51.071041124343154
14604,18.0
16486,84.0
15580,47.420784431540014
6670,48.955107840749505
7426,67.0
15591,44.5
1801,84.0
2071,48.39864627971357
17898,69.0
9835,45.58060448087127
16145,48.52076613650451
8018,46.027512878519545
9972,46.86402793149616
16915,48.24471052389634
11869,48.24160631526043
11917,52.0
8012,47.469814831323035
17797,35.24368435672137
11488,48.486348158245626
15322,46.876608766932605
5772,48.73811828818925
8183,73.0
3829,45.60537402638382
10017,43.47312971791038
16019,49.57463752003541
2127,55.0
15387,62.0
16523,87.0
11322,48.19919357711228
5037,45.99366287495623
9984,47.54090491126102
3148,49.89263645932722
10114,49.0
11129,48.184294219092514
14183,78.0
10681,50.98908738586009
5419,47.55183503204154
3573,42.48748992880528
2069,45.771957018105674
16177,47.0
1195,49.81279224690389
14606,46.389611230837005
13970,33.4
17781,48.59988862041814
9519,76.0
14278,61.0
13581,51.057607635763716
2036,24.0
4513,46.991132416716
17276,63.333333333333336
2723,47.321768628895356
7203,42.789060323405515
18713,49.41109434137029
14811,31.0
11640,51.22104728411539
9428,50.22513710139538
14003,74.0
15799,49.95085111621735
11662,73.0
11847,74.0
3914,46.1797174987999
2263,44.333333333333336
13520,46.874530228409306
8330,47.29320636771582
15677,45.22055815335728
5794,40.41421448250149
384,42.75
16410,47.730807619135554
18603,49.90164291858671
12270,50.99027108773421
2850,3.0
10287,47.89411249825561
10437,58.0
17348,62.0
17166,46.301635907164844
7817,48.13530398576151
11005,44.76994565564584
765,83.0
11676,47.63852148872159
6137,41.44606720599695
11809,75.0
5474,47.88895449771028
8287,44.0
14860,73.0
5720,46.319826122485196
1162,50.14172601799771
3191,48.53899454945235
3888,1.0
8051,44.366978433794124
17798,96.0
2299,64.5
7413,44.90188729100399
8171,50.673922430742
7029,47.47852072996841
4813,42.65794140481901
17409,76.66666666666667
4455,43.816048602249616
15102,47.57429552658793
8934,85.0
11489,50.39835367142136
14624,53.333333333333336
14233,49.40358499862884
14381,49.329152334473555
9015,34.0
6469,43.5
11353,84.0
11457,49.70539739966197
15339,43.85374274489661
15439,43.62758255950339
5242,47.01978162270608
8149,6.0
2438,47.20497227456264
15543,82.0
2982,45.67888082657655
9677,49.32421861971012
18135,47.65029856349423
16219,59.0
15006,62.0
3854,58.0
17725,49.52365655539618
12983,47.65466587513519
6788,45.861122727430484
16313,84.0
5952,39.300433937982234
10392,44.83557839858368
1956,73.0
8129,46.83827233124117
18004,47.548262733738824
14256,48.51817010032535
6,46.8964039096429
18242,47.65475968476963
14740,46.80464006373876
2176,49.23314659050051
2261,55.0
16697,45.32486487542454
6189,44.71930631652417
11550,81.0
18317,73.0
17609,58.333333333333336
9130,45.279294266180614
6361,47.358086873271034
1497,47.92054264896288
14355,44.075968892352996
12863,62.0
7039,45.208911627706165
1785,47.68029899125781
10692,50.523476390216736
9491,48.55288423985998
3630,41.8
10872,69.5
3557,53.41738740821835
6351,47.809863190038406
3470,51.0
17715,51.75
12684,50.15588834646379
16052,48.366344690832875
14099,11.0
14165,44.462693261987475
11779,0.0
5561,50.051886695149626
11388,45.45301679153149
12734,45.54487180686439
9855,47.21594421108497
12492,87.0
6227,50.32217271161816
8081,47.36586710972378
4073,48.0
16966,47.3287411407027
10714,46.080799138823835
16601,51.518258740247916
8492,71.66666666666667
13246,42.68106538737157
7697,50.109980034810036
6274,9.0
7093,20.0
13688,94.0
14575,46.875605373042305
15053,5.0
7876,49.822908130307646
17528,46.42899772983639
15330,44.5662642419853
10860,44.36358322589434
1895,71.0
18366,50.58519830550694
5297,45.798877420034515
8727,69.0
10891,62.0
3378,46.89155572639035
12964,46.23033689336264
6809,47.37572940283441
14956,46.52674829259213
447,71.5
4003,43.80480939697151
13010,46.833359350357085
12668,47.85802580316029
7801,49.3523504728232
4529,49.05757792867578
17745,47.89759879638401
16909,41.8
18529,49.99463642221118
9424,48.29244551192737
6191,45.99943988530741
3704,44.0
9262,45.84745400697515
9807,47.2469907384156
12138,46.15430796496409
9874,45.473271086020006
18114,73.0
3969,42.079522835594815
10622,37.0
5931,42.55718785270748
8685,60.0
11887,48.557120060653936
16789,61.0
14434,47.326837868047164
11685,49.88900215166635
1354,78.0
10304,50.0
15927,79.0
2166,49.206514611407414
2323,74.0
1448,64.5
13762,48.33256651439121
9888,48.061695311673475
16310,46.71275344739308
12412,82.25
7471,88.0
14629,64.0
11496,74.0
16089,48.928351387770846
9276,12.0
1884,81.0
7208,51.04199339916569
15144,47.38414810237807
10589,48.0
12627,51.0
11212,48.85294053551757
15958,86.33333333333333
18584,53.66666666666666
13916,48.82483614471508
14112,47.66150905661462
14082,58.0
6668,46.593763131153686
4360,49.27857182337239
1981,63.0
7830,51.0
2062,50.91319320118751
9867,49.20769323259999
7814,49.54437198026554
7239,52.05896426607526
3210,49.333333333333336
1353,46.506763438779686
13530,47.73398367526961
3129,66.0
3577,52.80737540947181
270,72.0
9655,46.58932190321059
16120,79.0
4885,48.353731423564376
8805,47.80022442513532
18600,64.0
7257,47.47365048412427
1617,68.0
6785,45.02283583059171
921,71.0
4576,46.12021902250105
1824,48.19911034318213
7947,42.486902795007005
16307,69.0
2777,66.0
3794,43.05397958442064
15051,65.0
615,48.614168031017684
14957,28.0
7117,57.0
13547,48.6490957884386
11412,51.86417824996789
6053,45.92159888098405
1556,51.12699453608391
9734,71.5
