song_id,song_popularity
16373,65.0
14723,48.41871447772894
12241,45.0124822017231
7176,51.0
11860,57.91718043437972
2802,45.17957805616297
2622,44.90173361229019
6300,44.42864233079638
3912,42.30333266255844
2467,50.5
11695,10.0
4367,62.8957844529492
1413,52.21593106274338
6234,74.34798303569825
13953,58.75
11870,40.80838503546185
17759,53.60791676861322
6200,45.07734534029804
135,70.5
6128,33.00794248193705
9836,54.38497132372554
11644,47.614828934487576
6364,44.67361693084261
2947,55.71605447654874
1794,53.50282205467374
17213,66.33333333333333
5107,53.0
14401,60.2036946091992
4337,84.0
2065,63.0
1015,59.0
2558,45.86815553721813
11875,70.72476235530742
15654,59.0
16929,53.71175759177805
16664,48.0
7534,60.0
7187,5.0
8059,69.0
13745,61.11072617651051
13122,53.76346456932144
11610,77.0
5622,78.0
18308,47.89637122864524
366,47.36850141998389
13611,78.0
6013,39.43986043287597
15213,52.45513283692284
17109,50.72158239935949
7669,60.045116117988265
1077,48.88785019382956
11260,42.373101088322734
3119,52.99677704110993
7269,59.30886011774692
17624,37.37159384259045
13418,51.01568433238943
7667,74.0
3942,5.0
181,69.59010482365014
15301,58.0
13824,65.43015334943358
14604,18.0
16486,84.0
15580,45.82208444662463
6670,52.64881800754915
7426,67.0
15591,44.5
1801,84.0
2071,61.32578282067817
17898,69.0
9835,41.55488833760213
16145,57.87807438351498
8018,50.46845816329865
9972,54.86730093000931
16915,51.17160665916519
11869,47.67871754986322
11917,52.0
8012,58.19140733394328
17797,39.483369697002125
11488,44.06516846728023
15322,46.22519700540592
5772,50.103088559981735
8183,73.0
3829,30.83551061745076
10017,44.42215667392996
16019,52.29437309609707
2127,55.0
15387,62.0
16523,87.0
11322,54.00366504693197
5037,44.73579608793517
9984,48.16305164984617
3148,40.88699972557144
10114,49.0
11129,53.71870569635588
14183,78.0
10681,61.47275795490199
5419,49.37418116680159
3573,37.443136927545865
2069,47.13491928506991
16177,47.0
1195,57.10258742225544
14606,52.81617563555752
13970,33.4
17781,57.436731953925424
9519,76.0
14278,61.0
13581,65.2896182366637
2036,24.0
4513,53.30846409509223
17276,63.333333333333336
2723,47.67207790190285
7203,45.9522385287746
18713,52.71346569741307
14811,31.0
11640,54.43379004630526
9428,44.8546494812753
14003,74.0
15799,56.3935000031324
11662,73.0
11847,74.0
3914,44.71311659810532
2263,44.333333333333336
13520,47.49027263009664
8330,49.31219866793164
15677,47.85296977717197
5794,33.11684271578632
384,42.75
16410,44.101035105424295
18603,57.27712517573225
12270,52.48783315044916
2850,3.0
10287,48.7170415244726
10437,58.0
17348,62.0
17166,66.65272376992782
7817,50.48875331839812
11005,50.8922494568939
765,83.0
11676,54.7731872591131
6137,44.554062220514616
11809,75.0
5474,52.69425090510165
8287,44.0
14860,73.0
5720,52.27848627695992
1162,58.221254423652326
3191,52.2724930257563
3888,1.0
8051,47.3239459515158
17798,96.0
2299,64.5
7413,39.859725720832735
8171,55.16677049312297
7029,48.737460625981655
4813,40.88447423997607
17409,76.66666666666667
4455,46.23257492194977
15102,54.79545024592196
8934,85.0
11489,58.070869490600046
14624,53.333333333333336
14233,54.72740507890792
14381,40.053645452955
9015,34.0
6469,43.5
11353,84.0
11457,55.14626938292291
15339,41.647967743149565
15439,54.44965340283848
5242,51.5798408798457
8149,6.0
2438,50.75170386466464
15543,82.0
2982,29.105050195159265
9677,46.4190254501582
18135,62.084058848139605
16219,59.0
15006,62.0
3854,58.0
17725,54.39094629938754
12983,51.31061024359617
6788,34.99590018350307
16313,84.0
5952,49.7517597715438
10392,47.53337763136605
1956,73.0
8129,44.40343416033308
18004,53.722929862673126
14256,54.32736609610995
6,51.65539935152539
18242,59.5915842488473
14740,48.46218893455581
2176,56.07021402244718
2261,55.0
16697,51.030398773423
6189,47.432631056968056
11550,81.0
18317,73.0
17609,58.333333333333336
9130,57.08950819430881
6361,47.46234520743202
1497,56.967317327954994
14355,40.16221512114927
12863,62.0
7039,49.33265504154589
1785,52.38973718608887
10692,62.95751205870416
9491,53.513629913582136
3630,41.8
10872,69.5
3557,59.45114570276023
6351,41.962686787218125
3470,51.0
17715,51.75
12684,48.09966863656392
16052,51.744867480862695
14099,11.0
14165,39.9419808038145
11779,0.0
5561,50.00880399511421
11388,53.41561809433058
12734,44.48689417291838
9855,49.31797288570109
12492,87.0
6227,55.09411140100242
8081,47.45995547054791
4073,48.0
16966,54.345059385177045
10714,46.48058924127776
16601,59.88917707916359
8492,71.66666666666667
13246,32.6150713243067
7697,49.45884145123041
6274,9.0
7093,20.0
13688,94.0
14575,51.59671072004837
15053,5.0
7876,44.310598127922425
17528,45.74915402678672
15330,37.41358659541783
10860,44.70307291477303
1895,71.0
18366,48.35144034351556
5297,50.352121185532376
8727,69.0
10891,62.0
3378,39.9155549525975
12964,65.65883475269524
6809,42.46716359820748
14956,49.22555010836133
447,71.5
4003,54.41326155013212
13010,36.66084924300619
12668,56.22201023185861
7801,60.70028945253328
4529,55.373874148979496
17745,55.0211538230516
16909,41.8
18529,61.09543044904295
9424,42.36584275874797
6191,39.18530206287052
3704,44.0
9262,52.40088291252268
9807,54.51308002219848
12138,44.403943386064
9874,42.031612870676405
18114,73.0
3969,39.59646933006363
10622,37.0
5931,43.32813793596743
8685,60.0
11887,55.272767197224525
16789,61.0
14434,50.84458986996197
11685,41.3268452481024
1354,78.0
10304,50.0
15927,79.0
2166,48.37740918590505
2323,74.0
1448,64.5
13762,49.96959776030383
9888,64.34224282405742
16310,53.40799857105462
12412,82.25
7471,88.0
14629,64.0
11496,74.0
16089,57.476195595986425
9276,12.0
1884,81.0
7208,53.82455686882649
15144,49.01518313168072
10589,48.0
12627,51.0
11212,56.67276602710931
15958,86.33333333333333
18584,53.66666666666666
13916,47.29681113703073
14112,47.583429987727264
14082,58.0
6668,46.25166454323252
4360,60.174372012147465
1981,63.0
7830,51.0
2062,50.327810273254514
9867,52.23502295646151
7814,62.64812370644863
7239,63.63096206525389
3210,49.333333333333336
1353,55.348654422417
13530,45.60267649797139
3129,66.0
3577,58.30947052622984
270,72.0
9655,59.631047143218574
16120,79.0
4885,46.0373835691827
8805,53.46522735647024
18600,64.0
7257,42.944929632679205
1617,68.0
6785,42.81806368535837
921,71.0
4576,47.675874639836685
1824,48.677258809628846
7947,38.24180840870744
16307,69.0
2777,66.0
3794,48.10057005584262
15051,65.0
615,48.35218852717197
14957,28.0
7117,57.0
13547,53.2775930607268
11412,36.23249915275058
6053,39.84568390534398
1556,41.3492288890787
9734,71.5
14670,53.63542817318714
17191,49.0
13274,51.56107095604093
6462,58.0
16902,50.57280745025733
3225,44.7495918538469
5278,36.33818740938023
1709,44.02634873218206
12316,61.15544361761961
13277,38.10061575195509
11556,56.0
8426,48.0
14158,45.0
956,24.0
15931,72.0
18422,46.583286995184
7676,66.0
1228,92.0
13376,61.37255456685314
2413,75.0
10694,34.056198260358244
14334,87.0
5623,92.0
5173,42.32805808692341
13305,57.17884594377993
1289,47.325639048334914
14399,56.973953160898375
12932,71.0
31,49.44213715247314
18272,55.75901103866652
4352,62.30969131330077
13380,52.55669503271693
3416,62.22936739146521
7031,43.80228175273909
5785,50.59820236987737
17286,56.66666666666666
10038,53.90970887255367
8428,59.0
14898,58.164535724185406
3856,51.023591944641545
6989,68.0
1758,52.12456046070306
10086,29.768925727275565
1144,73.66666666666667
6679,65.40598441089837
17900,84.0
16842,34.66940506255552
18469,19.0
7769,60.5
12962,70.0
11134,53.0
5697,56.86769849254567
5354,47.60921243553312
18305,74.0
7158,68.0
4512,40.45168353098774
17197,56.0
3462,71.17445993648026
5908,96.0
5809,39.2842190341767
16785,67.0
10837,64.59515708047573
8301,53.56673826323352
9244,51.403494476548005
18303,68.5
13379,44.89024120745181
15976,50.283173026866095
12951,74.0
